Wilaya,LAT,LON,Date,Temperature,Hemudite
Alger,36.75,3.04,2021-7-7,25.73,72.56
Alger,36.75,3.04,2021-7-8,24.68,86.69
Alger,36.75,3.04,2021-7-9,24.78,76.5
Alger,36.75,3.04,2021-7-10,25.09,76.62
Alger,36.75,3.04,2021-7-11,27.16,65.56
Alger,36.75,3.04,2021-7-12,27.35,63.06
Alger,36.75,3.04,2021-7-13,24.97,75.94
Alger,36.75,3.04,2021-7-14,24.28,67.38
Alger,36.75,3.04,2021-7-15,24.37,74.25
Alger,36.75,3.04,2021-7-16,24.38,70.62
Alger,36.75,3.04,2021-7-17,25.01,66.75
Alger,36.75,3.04,2021-7-18,25.4,68.31
Alger,36.75,3.04,2021-7-19,25.28,72.56
Alger,36.75,3.04,2021-7-20,25.63,73.44
Alger,36.75,3.04,2021-7-21,26.88,64.75
Alger,36.75,3.04,2021-7-22,27.19,63.88
Alger,36.75,3.04,2021-7-23,27.34,66.88
Alger,36.75,3.04,2021-7-24,28.89,59.19
Alger,36.75,3.04,2021-7-25,26.97,71.44
Alger,36.75,3.04,2021-7-26,25.48,75.94
Alger,36.75,3.04,2021-7-27,25.37,82.12
Alger,36.75,3.04,2021-7-28,25.87,83.44
Alger,36.75,3.04,2021-7-29,26.89,78.94
Alger,36.75,3.04,2021-7-30,27.33,75.31
Alger,36.75,3.04,2021-7-31,28.55,63.06

Djelfa,34.67,3.25,2021-7-1,24.44,72.88
Djelfa,34.67,3.25,2021-7-2,25.19,70.25
Djelfa,34.67,3.25,2021-7-3,25.98,68.81
Djelfa,34.67,3.25,2021-7-4,26.12,66.62
Djelfa,34.67,3.25,2021-7-5,26.8,65.69
Djelfa,34.67,3.25,2021-7-6,27.8,62.56
Djelfa,34.67,3.25,2021-7-7,26.9,63.5
Djelfa,34.67,3.25,2021-7-8,25.69,76.12
Djelfa,34.67,3.25,2021-7-9,25.52,71.88
Djelfa,34.67,3.25,2021-7-10,25.74,68.75
Djelfa,34.67,3.25,2021-7-11,29.09,52.31
Djelfa,34.67,3.25,2021-7-12,29.15,56.56
Djelfa,34.67,3.25,2021-7-13,25.23,73.75
Djelfa,34.67,3.25,2021-7-14,24.24,65.94
Djelfa,34.67,3.25,2021-7-15,25.09,66.44
Djelfa,34.67,3.25,2021-7-16,24.66,65.75
Djelfa,34.67,3.25,2021-7-17,25.07,62.0
Djelfa,34.67,3.25,2021-7-18,25.58,61.31
Djelfa,34.67,3.25,2021-7-19,25.58,67.62
Djelfa,34.67,3.25,2021-7-20,26.48,70.0
Djelfa,34.67,3.25,2021-7-21,27.7,61.31
Djelfa,34.67,3.25,2021-7-22,28.56,57.38
Djelfa,34.67,3.25,2021-7-23,30.15,51.31
Djelfa,34.67,3.25,2021-7-24,32.65,43.75
Djelfa,34.67,3.25,2021-7-25,29.15,61.25
Djelfa,34.67,3.25,2021-7-26,27.59,72.19
Djelfa,34.67,3.25,2021-7-27,27.6,70.12
Djelfa,34.67,3.25,2021-7-28,28.9,63.69
Djelfa,34.67,3.25,2021-7-29,28.57,67.88
Djelfa,34.67,3.25,2021-7-30,29.51,61.44
Djelfa,34.67,3.25,2021-7-31,29.94,60.06

Jijel,36.82,5.76,2021-7-1,29.73,35.44
Jijel,36.82,5.76,2021-7-2,30.55,34.25
Jijel,36.82,5.76,2021-7-3,30.47,31.69
Jijel,36.82,5.76,2021-7-4,30.16,30.94
Jijel,36.82,5.76,2021-7-5,28.71,33.12
Jijel,36.82,5.76,2021-7-6,30.3,31.38
Jijel,36.82,5.76,2021-7-7,28.83,36.19
Jijel,36.82,5.76,2021-7-8,27.49,41.38
Jijel,36.82,5.76,2021-7-9,27.5,47.75
Jijel,36.82,5.76,2021-7-10,29.93,33.0
Jijel,36.82,5.76,2021-7-11,30.0,32.56
Jijel,36.82,5.76,2021-7-12,30.6,28.88
Jijel,36.82,5.76,2021-7-13,26.47,45.06
Jijel,36.82,5.76,2021-7-14,22.26,56.69
Jijel,36.82,5.76,2021-7-15,24.56,51.38
Jijel,36.82,5.76,2021-7-16,22.8,56.38
Jijel,36.82,5.76,2021-7-17,22.12,51.19
Jijel,36.82,5.76,2021-7-18,22.95,47.75
Jijel,36.82,5.76,2021-7-19,23.71,49.12
Jijel,36.82,5.76,2021-7-20,25.06,45.88
Jijel,36.82,5.76,2021-7-21,25.92,38.5
Jijel,36.82,5.76,2021-7-22,27.15,37.12
Jijel,36.82,5.76,2021-7-23,28.05,34.75
Jijel,36.82,5.76,2021-7-24,29.03,31.81
Jijel,36.82,5.76,2021-7-25,30.06,28.31
Jijel,36.82,5.76,2021-7-26,28.75,28.0
Jijel,36.82,5.76,2021-7-27,28.23,26.12
Jijel,36.82,5.76,2021-7-28,28.44,28.44
Jijel,36.82,5.76,2021-7-29,29.73,28.5
Jijel,36.82,5.76,2021-7-30,31.2,25.38
Jijel,36.82,5.76,2021-7-31,30.61,27.75

Setif,36.19,5.4,2021-7-1,24.77,67.06
Setif,36.19,5.4,2021-7-2,25.69,64.56
Setif,36.19,5.4,2021-7-3,26.7,59.69
Setif,36.19,5.4,2021-7-4,27.13,56.62
Setif,36.19,5.4,2021-7-5,26.44,64.56
Setif,36.19,5.4,2021-7-6,28.5,54.19
Setif,36.19,5.4,2021-7-7,27.72,59.56
Setif,36.19,5.4,2021-7-8,26.18,72.31
Setif,36.19,5.4,2021-7-9,25.66,66.5
Setif,36.19,5.4,2021-7-10,25.55,62.0
Setif,36.19,5.4,2021-7-11,28.0,51.75
Setif,36.19,5.4,2021-7-12,29.63,52.19
Setif,36.19,5.4,2021-7-13,25.62,69.12
Setif,36.19,5.4,2021-7-14,24.09,61.56
Setif,36.19,5.4,2021-7-15,24.6,63.5
Setif,36.19,5.4,2021-7-16,24.49,63.5
Setif,36.19,5.4,2021-7-17,24.69,63.94
Setif,36.19,5.4,2021-7-18,25.05,64.88
Setif,36.19,5.4,2021-7-19,25.26,69.31
Setif,36.19,5.4,2021-7-20,26.15,65.94
Setif,36.19,5.4,2021-7-21,26.94,61.5
Setif,36.19,5.4,2021-7-22,27.8,56.12
Setif,36.19,5.4,2021-7-23,29.15,48.69
Setif,36.19,5.4,2021-7-24,32.94,35.25
Setif,36.19,5.4,2021-7-25,30.49,48.62
Setif,36.19,5.4,2021-7-26,28.92,61.0
Setif,36.19,5.4,2021-7-27,29.3,61.62
Setif,36.19,5.4,2021-7-28,30.33,51.69
Setif,36.19,5.4,2021-7-29,29.33,62.06
Setif,36.19,5.4,2021-7-30,30.67,52.12
Setif,36.19,5.4,2021-7-31,31.01,52.5

Saida,34.83,0.15,2021-7-1,27.26,46.31
Saida,34.83,0.15,2021-7-2,29.16,35.69
Saida,34.83,0.15,2021-7-3,30.67,28.94
Saida,34.83,0.15,2021-7-4,29.67,24.94
Saida,34.83,0.15,2021-7-5,31.11,24.06
Saida,34.83,0.15,2021-7-6,29.73,27.62
Saida,34.83,0.15,2021-7-7,26.79,35.75
Saida,34.83,0.15,2021-7-8,26.35,39.56
Saida,34.83,0.15,2021-7-9,29.98,42.69
Saida,34.83,0.15,2021-7-10,32.9,21.38
Saida,34.83,0.15,2021-7-11,34.29,17.5
Saida,34.83,0.15,2021-7-12,31.13,27.5
Saida,34.83,0.15,2021-7-13,25.65,32.44
Saida,34.83,0.15,2021-7-14,25.62,44.62
Saida,34.83,0.15,2021-7-15,26.23,42.19
Saida,34.83,0.15,2021-7-16,26.08,49.81
Saida,34.83,0.15,2021-7-17,29.37,31.56
Saida,34.83,0.15,2021-7-18,27.07,41.31
Saida,34.83,0.15,2021-7-19,26.8,37.5
Saida,34.83,0.15,2021-7-20,27.65,41.75
Saida,34.83,0.15,2021-7-21,30.15,33.06
Saida,34.83,0.15,2021-7-22,30.19,32.62
Saida,34.83,0.15,2021-7-23,33.5,24.94
Saida,34.83,0.15,2021-7-24,33.19,21.12
Saida,34.83,0.15,2021-7-25,29.53,27.94
Saida,34.83,0.15,2021-7-26,25.49,43.12
Saida,34.83,0.15,2021-7-27,27.19,50.19
Saida,34.83,0.15,2021-7-28,29.33,39.5
Saida,34.83,0.15,2021-7-29,31.31,39.81
Saida,34.83,0.15,2021-7-30,34.45,24.38
Saida,34.83,0.15,2021-7-31,29.77,29.69

Skikda,36.87,6.9,2021-7-1,24.77,67.06
Skikda,36.87,6.9,2021-7-2,25.69,64.56
Skikda,36.87,6.9,2021-7-3,26.7,59.69
Skikda,36.87,6.9,2021-7-4,27.13,56.62
Skikda,36.87,6.9,2021-7-5,26.44,64.56
Skikda,36.87,6.9,2021-7-6,28.5,54.19
Skikda,36.87,6.9,2021-7-7,27.72,59.56
Skikda,36.87,6.9,2021-7-8,26.18,72.31
Skikda,36.87,6.9,2021-7-9,25.66,66.5
Skikda,36.87,6.9,2021-7-10,25.55,62.0
Skikda,36.87,6.9,2021-7-11,28.0,51.75
Skikda,36.87,6.9,2021-7-12,29.63,52.19
Skikda,36.87,6.9,2021-7-13,25.62,69.12
Skikda,36.87,6.9,2021-7-14,24.09,61.56
Skikda,36.87,6.9,2021-7-15,24.6,63.5
Skikda,36.87,6.9,2021-7-16,24.49,63.5
Skikda,36.87,6.9,2021-7-17,24.69,63.94
Skikda,36.87,6.9,2021-7-18,25.05,64.88
Skikda,36.87,6.9,2021-7-19,25.26,69.31
Skikda,36.87,6.9,2021-7-20,26.15,65.94
Skikda,36.87,6.9,2021-7-21,26.94,61.5
Skikda,36.87,6.9,2021-7-22,27.8,56.12
Skikda,36.87,6.9,2021-7-23,29.15,48.69
Skikda,36.87,6.9,2021-7-24,32.94,35.25
Skikda,36.87,6.9,2021-7-25,30.49,48.62
Skikda,36.87,6.9,2021-7-26,28.92,61.0
Skikda,36.87,6.9,2021-7-27,29.3,61.62
Skikda,36.87,6.9,2021-7-28,30.33,51.69
Skikda,36.87,6.9,2021-7-29,29.33,62.06
Skikda,36.87,6.9,2021-7-30,30.67,52.12
Skikda,36.87,6.9,2021-7-31,31.01,52.5

Sidi_Bel_Abbès,35.19,-0.63,2021-7-1,26.73,49.12
Sidi_Bel_Abbès,35.19,-0.63,2021-7-2,28.81,37.06
Sidi_Bel_Abbès,35.19,-0.63,2021-7-3,29.87,31.81
Sidi_Bel_Abbès,35.19,-0.63,2021-7-4,28.79,26.31
Sidi_Bel_Abbès,35.19,-0.63,2021-7-5,30.63,25.38
Sidi_Bel_Abbès,35.19,-0.63,2021-7-6,28.9,30.0
Sidi_Bel_Abbès,35.19,-0.63,2021-7-7,25.87,39.19
Sidi_Bel_Abbès,35.19,-0.63,2021-7-8,26.09,39.12
Sidi_Bel_Abbès,35.19,-0.63,2021-7-9,28.87,48.69
Sidi_Bel_Abbès,35.19,-0.63,2021-7-10,32.73,23.31
Sidi_Bel_Abbès,35.19,-0.63,2021-7-11,34.41,17.81
Sidi_Bel_Abbès,35.19,-0.63,2021-7-12,30.78,28.44
Sidi_Bel_Abbès,35.19,-0.63,2021-7-13,25.0,34.12
Sidi_Bel_Abbès,35.19,-0.63,2021-7-14,25.3,45.88
Sidi_Bel_Abbès,35.19,-0.63,2021-7-15,25.54,47.25
Sidi_Bel_Abbès,35.19,-0.63,2021-7-16,25.44,55.44
Sidi_Bel_Abbès,35.19,-0.63,2021-7-17,28.94,37.56
Sidi_Bel_Abbès,35.19,-0.63,2021-7-18,26.34,47.06
Sidi_Bel_Abbès,35.19,-0.63,2021-7-19,26.23,40.25
Sidi_Bel_Abbès,35.19,-0.63,2021-7-20,26.98,44.69
Sidi_Bel_Abbès,35.19,-0.63,2021-7-21,29.55,39.38
Sidi_Bel_Abbès,35.19,-0.63,2021-7-22,29.76,39.19
Sidi_Bel_Abbès,35.19,-0.63,2021-7-23,32.98,31.12
Sidi_Bel_Abbès,35.19,-0.63,2021-7-24,31.85,27.44
Sidi_Bel_Abbès,35.19,-0.63,2021-7-25,28.51,31.56
Sidi_Bel_Abbès,35.19,-0.63,2021-7-26,24.73,47.5
Sidi_Bel_Abbès,35.19,-0.63,2021-7-27,26.48,53.31
Sidi_Bel_Abbès,35.19,-0.63,2021-7-28,28.49,46.88
Sidi_Bel_Abbès,35.19,-0.63,2021-7-29,30.68,45.75
Sidi_Bel_Abbès,35.19,-0.63,2021-7-30,33.53,29.38
Sidi_Bel_Abbès,35.19,-0.63,2021-7-31,28.61,33.38

Annaba,36.9,7.76,2021-7-1,24.88,69.0
Annaba,36.9,7.76,2021-7-2,25.6,67.88
Annaba,36.9,7.76,2021-7-3,26.38,64.06
Annaba,36.9,7.76,2021-7-4,26.73,62.88
Annaba,36.9,7.76,2021-7-5,25.98,72.44
Annaba,36.9,7.76,2021-7-6,28.37,56.44
Annaba,36.9,7.76,2021-7-7,27.26,65.75
Annaba,36.9,7.76,2021-7-8,26.08,78.31
Annaba,36.9,7.76,2021-7-9,25.7,67.56
Annaba,36.9,7.76,2021-7-10,25.28,63.25
Annaba,36.9,7.76,2021-7-11,27.75,53.62
Annaba,36.9,7.76,2021-7-12,29.31,55.0
Annaba,36.9,7.76,2021-7-13,25.76,70.94
Annaba,36.9,7.76,2021-7-14,24.19,61.75
Annaba,36.9,7.76,2021-7-15,24.68,64.38
Annaba,36.9,7.76,2021-7-16,24.77,63.88
Annaba,36.9,7.76,2021-7-17,24.94,66.12
Annaba,36.9,7.76,2021-7-18,25.2,67.56
Annaba,36.9,7.76,2021-7-19,25.28,73.44
Annaba,36.9,7.76,2021-7-20,26.05,70.0
Annaba,36.9,7.76,2021-7-21,26.78,65.62
Annaba,36.9,7.76,2021-7-22,27.62,59.69
Annaba,36.9,7.76,2021-7-23,29.01,50.5
Annaba,36.9,7.76,2021-7-24,32.57,37.5
Annaba,36.9,7.76,2021-7-25,30.55,48.88
Annaba,36.9,7.76,2021-7-26,28.76,63.75
Annaba,36.9,7.76,2021-7-27,29.04,65.75
Annaba,36.9,7.76,2021-7-28,30.4,49.94
Annaba,36.9,7.76,2021-7-29,28.98,68.81
Annaba,36.9,7.76,2021-7-30,30.37,55.75
Annaba,36.9,7.76,2021-7-31,31.3,54.0

Guelma,36.46,7.42,2021-7-1,25.78,55.69
Guelma,36.46,7.42,2021-7-2,27.56,43.69
Guelma,36.46,7.42,2021-7-3,30.31,39.0
Guelma,36.46,7.42,2021-7-4,30.67,33.75
Guelma,36.46,7.42,2021-7-5,28.53,38.06
Guelma,36.46,7.42,2021-7-6,32.41,32.75
Guelma,36.46,7.42,2021-7-7,30.71,38.62
Guelma,36.46,7.42,2021-7-8,28.09,50.5
Guelma,36.46,7.42,2021-7-9,26.52,59.75
Guelma,36.46,7.42,2021-7-10,27.03,49.69
Guelma,36.46,7.42,2021-7-11,29.87,34.06
Guelma,36.46,7.42,2021-7-12,33.7,30.75
Guelma,36.46,7.42,2021-7-13,27.08,53.5
Guelma,36.46,7.42,2021-7-14,23.8,56.44
Guelma,36.46,7.42,2021-7-15,24.83,53.69
Guelma,36.46,7.42,2021-7-16,23.87,58.19
Guelma,36.46,7.42,2021-7-17,23.38,60.81
Guelma,36.46,7.42,2021-7-18,24.14,59.25
Guelma,36.46,7.42,2021-7-19,24.6,59.88
Guelma,36.46,7.42,2021-7-20,26.81,48.81
Guelma,36.46,7.42,2021-7-21,27.84,43.75
Guelma,36.46,7.42,2021-7-22,28.62,37.88
Guelma,36.46,7.42,2021-7-23,30.51,29.75
Guelma,36.46,7.42,2021-7-24,33.83,24.38
Guelma,36.46,7.42,2021-7-25,33.81,26.44
Guelma,36.46,7.42,2021-7-26,32.73,30.5
Guelma,36.46,7.42,2021-7-27,30.92,36.0
Guelma,36.46,7.42,2021-7-28,33.68,24.19
Guelma,36.46,7.42,2021-7-29,33.23,30.75
Guelma,36.46,7.42,2021-7-30,34.35,27.44
Guelma,36.46,7.42,2021-7-31,33.77,28.94

Constantine,36.36,6.61,2021-7-1,26.49,49.25
Constantine,36.36,6.61,2021-7-2,28.51,38.31
Constantine,36.36,6.61,2021-7-3,30.9,33.31
Constantine,36.36,6.61,2021-7-4,30.95,28.62
Constantine,36.36,6.61,2021-7-5,29.47,32.31
Constantine,36.36,6.61,2021-7-6,32.9,27.38
Constantine,36.36,6.61,2021-7-7,30.83,32.94
Constantine,36.36,6.61,2021-7-8,27.87,48.94
Constantine,36.36,6.61,2021-7-9,26.83,55.94
Constantine,36.36,6.61,2021-7-10,27.84,44.12
Constantine,36.36,6.61,2021-7-11,30.93,29.25
Constantine,36.36,6.61,2021-7-12,34.59,24.56
Constantine,36.36,6.61,2021-7-13,26.67,52.56
Constantine,36.36,6.61,2021-7-14,23.6,54.62
Constantine,36.36,6.61,2021-7-15,24.84,52.62
Constantine,36.36,6.61,2021-7-16,23.76,57.12
Constantine,36.36,6.61,2021-7-17,23.56,57.31
Constantine,36.36,6.61,2021-7-18,24.19,55.69
Constantine,36.36,6.61,2021-7-19,24.76,55.12
Constantine,36.36,6.61,2021-7-20,26.76,46.62
Constantine,36.36,6.61,2021-7-21,27.85,39.88
Constantine,36.36,6.61,2021-7-22,29.01,33.62
Constantine,36.36,6.61,2021-7-23,31.18,26.0
Constantine,36.36,6.61,2021-7-24,34.39,20.56
Constantine,36.36,6.61,2021-7-25,33.83,25.69
Constantine,36.36,6.61,2021-7-26,32.32,29.38
Constantine,36.36,6.61,2021-7-27,31.6,32.81
Constantine,36.36,6.61,2021-7-28,33.55,23.69
Constantine,36.36,6.61,2021-7-29,33.19,29.5
Constantine,36.36,6.61,2021-7-30,34.13,25.12
Constantine,36.36,6.61,2021-7-31,33.69,26.0

Médéa,36.26,2.75,2021-7-1,25.63,61.75
Médéa,36.26,2.75,2021-7-2,26.28,57.88
Médéa,36.26,2.75,2021-7-3,28.58,44.56
Médéa,36.26,2.75,2021-7-4,28.58,39.19
Médéa,36.26,2.75,2021-7-5,29.5,33.44
Médéa,36.26,2.75,2021-7-6,29.62,37.69
Médéa,36.26,2.75,2021-7-7,27.48,49.94
Médéa,36.26,2.75,2021-7-8,25.38,72.19
Médéa,36.26,2.75,2021-7-9,26.22,64.94
Médéa,36.26,2.75,2021-7-10,28.08,56.12
Médéa,36.26,2.75,2021-7-11,31.58,37.94
Médéa,36.26,2.75,2021-7-12,31.05,35.75
Médéa,36.26,2.75,2021-7-13,25.2,63.5
Médéa,36.26,2.75,2021-7-14,24.12,58.75
Médéa,36.26,2.75,2021-7-15,24.37,65.06
Médéa,36.26,2.75,2021-7-16,24.75,57.31
Médéa,36.26,2.75,2021-7-17,27.18,41.19
Médéa,36.26,2.75,2021-7-18,27.49,43.0
Médéa,36.26,2.75,2021-7-19,26.69,49.44
Médéa,36.26,2.75,2021-7-20,27.26,47.81
Médéa,36.26,2.75,2021-7-21,29.54,38.5
Médéa,36.26,2.75,2021-7-22,29.99,37.12
Médéa,36.26,2.75,2021-7-23,30.76,34.88
Médéa,36.26,2.75,2021-7-24,32.9,31.12
Médéa,36.26,2.75,2021-7-25,30.37,41.0
Médéa,36.26,2.75,2021-7-26,26.9,52.12
Médéa,36.26,2.75,2021-7-27,26.62,66.19
Médéa,36.26,2.75,2021-7-28,27.72,58.94
Médéa,36.26,2.75,2021-7-29,29.08,54.62
Médéa,36.26,2.75,2021-7-30,31.55,40.81
Médéa,36.26,2.75,2021-7-31,31.72,34.12

Mostaganem,35.93,0.08,2021-7-1,23.38,81.25
Mostaganem,35.93,0.08,2021-7-2,23.94,73.75
Mostaganem,35.93,0.08,2021-7-3,26.0,59.0
Mostaganem,35.93,0.08,2021-7-4,25.89,56.31
Mostaganem,35.93,0.08,2021-7-5,26.36,55.19
Mostaganem,35.93,0.08,2021-7-6,26.24,56.56
Mostaganem,35.93,0.08,2021-7-7,24.89,69.56
Mostaganem,35.93,0.08,2021-7-8,24.79,71.31
Mostaganem,35.93,0.08,2021-7-9,24.99,77.06
Mostaganem,35.93,0.08,2021-7-10,25.08,76.5
Mostaganem,35.93,0.08,2021-7-11,27.49,62.44
Mostaganem,35.93,0.08,2021-7-12,26.75,57.56
Mostaganem,35.93,0.08,2021-7-13,25.11,67.31
Mostaganem,35.93,0.08,2021-7-14,25.28,63.5
Mostaganem,35.93,0.08,2021-7-15,24.67,70.19
Mostaganem,35.93,0.08,2021-7-16,24.84,69.5
Mostaganem,35.93,0.08,2021-7-17,25.04,70.19
Mostaganem,35.93,0.08,2021-7-18,24.44,76.56
Mostaganem,35.93,0.08,2021-7-19,25.22,65.88
Mostaganem,35.93,0.08,2021-7-20,25.05,73.44
Mostaganem,35.93,0.08,2021-7-21,26.37,69.44
Mostaganem,35.93,0.08,2021-7-22,26.18,78.44
Mostaganem,35.93,0.08,2021-7-23,28.51,62.0
Mostaganem,35.93,0.08,2021-7-24,27.93,59.31
Mostaganem,35.93,0.08,2021-7-25,26.48,56.62
Mostaganem,35.93,0.08,2021-7-26,25.06,74.0
Mostaganem,35.93,0.08,2021-7-27,25.35,76.75
Mostaganem,35.93,0.08,2021-7-28,25.65,81.81
Mostaganem,35.93,0.08,2021-7-29,25.69,83.81
Mostaganem,35.93,0.08,2021-7-30,27.33,70.81
Mostaganem,35.93,0.08,2021-7-31,26.99,54.94

M'Sila,35.7,4.54,2021-7-1,32.71,32.38
M'Sila,35.7,4.54,2021-7-2,34.0,28.81
M'Sila,35.7,4.54,2021-7-3,34.03,28.69
M'Sila,35.7,4.54,2021-7-4,33.95,23.5
M'Sila,35.7,4.54,2021-7-5,33.18,22.44
M'Sila,35.7,4.54,2021-7-6,34.94,20.75
M'Sila,35.7,4.54,2021-7-7,33.77,24.5
M'Sila,35.7,4.54,2021-7-8,32.23,28.0
M'Sila,35.7,4.54,2021-7-9,33.83,23.25
M'Sila,35.7,4.54,2021-7-10,35.87,19.31
M'Sila,35.7,4.54,2021-7-11,35.19,24.69
M'Sila,35.7,4.54,2021-7-12,36.2,18.62
M'Sila,35.7,4.54,2021-7-13,30.97,31.25
M'Sila,35.7,4.54,2021-7-14,27.23,41.06
M'Sila,35.7,4.54,2021-7-15,29.26,40.5
M'Sila,35.7,4.54,2021-7-16,28.87,38.19
M'Sila,35.7,4.54,2021-7-17,28.3,35.44
M'Sila,35.7,4.54,2021-7-18,29.76,30.94
M'Sila,35.7,4.54,2021-7-19,29.01,34.5
M'Sila,35.7,4.54,2021-7-20,29.25,35.81
M'Sila,35.7,4.54,2021-7-21,30.3,29.25
M'Sila,35.7,4.54,2021-7-22,31.69,27.81
M'Sila,35.7,4.54,2021-7-23,32.61,24.44
M'Sila,35.7,4.54,2021-7-24,34.8,21.38
M'Sila,35.7,4.54,2021-7-25,34.98,20.94
M'Sila,35.7,4.54,2021-7-26,32.47,25.38
M'Sila,35.7,4.54,2021-7-27,32.05,25.19
M'Sila,35.7,4.54,2021-7-28,32.42,23.0
M'Sila,35.7,4.54,2021-7-29,34.12,18.81
M'Sila,35.7,4.54,2021-7-30,35.16,17.25
M'Sila,35.7,4.54,2021-7-31,34.85,20.0

Mascara,35.38,0.11,2021-7-1,26.12,60.81
Mascara,35.38,0.11,2021-7-2,28.2,46.38
Mascara,35.38,0.11,2021-7-3,30.37,33.44
Mascara,35.38,0.11,2021-7-4,29.66,27.94
Mascara,35.38,0.11,2021-7-5,30.86,27.25
Mascara,35.38,0.11,2021-7-6,30.33,29.38
Mascara,35.38,0.11,2021-7-7,27.84,39.38
Mascara,35.38,0.11,2021-7-8,27.33,44.06
Mascara,35.38,0.11,2021-7-9,28.19,59.0
Mascara,35.38,0.11,2021-7-10,30.3,44.94
Mascara,35.38,0.11,2021-7-11,35.12,25.56
Mascara,35.38,0.11,2021-7-12,31.3,29.88
Mascara,35.38,0.11,2021-7-13,27.03,41.75
Mascara,35.38,0.11,2021-7-14,27.04,46.81
Mascara,35.38,0.11,2021-7-15,26.45,51.69
Mascara,35.38,0.11,2021-7-16,26.3,57.38
Mascara,35.38,0.11,2021-7-17,28.4,46.0
Mascara,35.38,0.11,2021-7-18,27.19,50.62
Mascara,35.38,0.11,2021-7-19,27.01,47.69
Mascara,35.38,0.11,2021-7-20,27.67,52.56
Mascara,35.38,0.11,2021-7-21,29.87,44.94
Mascara,35.38,0.11,2021-7-22,29.33,52.69
Mascara,35.38,0.11,2021-7-23,33.17,35.75
Mascara,35.38,0.11,2021-7-24,33.2,27.75
Mascara,35.38,0.11,2021-7-25,29.71,28.94
Mascara,35.38,0.11,2021-7-26,26.58,49.75
Mascara,35.38,0.11,2021-7-27,27.18,60.56
Mascara,35.38,0.11,2021-7-28,28.12,60.88
Mascara,35.38,0.11,2021-7-29,29.06,61.19
Mascara,35.38,0.11,2021-7-30,33.84,34.0
Mascara,35.38,0.11,2021-7-31,30.13,30.56

Ouargla,31.95,5.32,2021-7-1,39.1,8.25
Ouargla,31.95,5.32,2021-7-2,38.72,7.25
Ouargla,31.95,5.32,2021-7-3,39.22,7.5
Ouargla,31.95,5.32,2021-7-4,40.21,7.81
Ouargla,31.95,5.32,2021-7-5,39.34,8.31
Ouargla,31.95,5.32,2021-7-6,39.73,7.19
Ouargla,31.95,5.32,2021-7-7,38.55,10.12
Ouargla,31.95,5.32,2021-7-8,38.23,12.88
Ouargla,31.95,5.32,2021-7-9,37.32,13.25
Ouargla,31.95,5.32,2021-7-10,38.58,12.88
Ouargla,31.95,5.32,2021-7-11,38.97,14.44
Ouargla,31.95,5.32,2021-7-12,37.85,16.19
Ouargla,31.95,5.32,2021-7-13,38.64,11.88
Ouargla,31.95,5.32,2021-7-14,34.84,24.44
Ouargla,31.95,5.32,2021-7-15,36.47,24.94
Ouargla,31.95,5.32,2021-7-16,36.79,21.62
Ouargla,31.95,5.32,2021-7-17,35.03,26.19
Ouargla,31.95,5.32,2021-7-18,35.16,22.19
Ouargla,31.95,5.32,2021-7-19,35.74,18.69
Ouargla,31.95,5.32,2021-7-20,35.3,19.75
Ouargla,31.95,5.32,2021-7-21,34.58,21.5
Ouargla,31.95,5.32,2021-7-22,35.46,21.75
Ouargla,31.95,5.32,2021-7-23,35.47,21.31
Ouargla,31.95,5.32,2021-7-24,35.36,15.75
Ouargla,31.95,5.32,2021-7-25,35.3,12.56
Ouargla,31.95,5.32,2021-7-26,34.58,12.75
Ouargla,31.95,5.32,2021-7-27,34.94,14.25
Ouargla,31.95,5.32,2021-7-28,34.93,16.62
Ouargla,31.95,5.32,2021-7-29,34.76,14.38
Ouargla,31.95,5.32,2021-7-30,35.78,11.75
Ouargla,31.95,5.32,2021-7-31,36.72,11.69

Oran,35.69,-0.64,2021-7-1,24.85,66.94
Oran,35.69,-0.64,2021-7-2,26.95,52.88
Oran,35.69,-0.64,2021-7-3,28.31,42.19
Oran,35.69,-0.64,2021-7-4,27.78,36.69
Oran,35.69,-0.64,2021-7-5,28.89,35.88
Oran,35.69,-0.64,2021-7-6,28.37,38.75
Oran,35.69,-0.64,2021-7-7,26.34,47.88
Oran,35.69,-0.64,2021-7-8,26.04,51.12
Oran,35.69,-0.64,2021-7-9,26.12,69.5
Oran,35.69,-0.64,2021-7-10,28.53,52.69
Oran,35.69,-0.64,2021-7-11,32.68,32.69
Oran,35.69,-0.64,2021-7-12,29.19,38.75
Oran,35.69,-0.64,2021-7-13,25.76,49.69
Oran,35.69,-0.64,2021-7-14,25.79,56.38
Oran,35.69,-0.64,2021-7-15,25.05,61.94
Oran,35.69,-0.64,2021-7-16,24.82,68.44
Oran,35.69,-0.64,2021-7-17,26.88,56.56
Oran,35.69,-0.64,2021-7-18,25.95,59.62
Oran,35.69,-0.64,2021-7-19,25.83,56.19
Oran,35.69,-0.64,2021-7-20,26.04,61.38
Oran,35.69,-0.64,2021-7-21,27.94,55.88
Oran,35.69,-0.64,2021-7-22,27.66,62.62
Oran,35.69,-0.64,2021-7-23,31.11,47.75
Oran,35.69,-0.64,2021-7-24,30.03,43.25
Oran,35.69,-0.64,2021-7-25,27.78,38.75
Oran,35.69,-0.64,2021-7-26,25.39,60.25
